FID,Shape *,Field1,ID,Genus,Species,Subspecies,Sex,Habitat,Collection,count,Natural_in,observatio,num_identi,num_iden_1,Location,MunicipioC,StateProvi,Country,DecimalLon,Altitude_M,georeferen,positional,public_pos,geoprivacy,Comments_o,year_begin,month_begi,day_begin,year_end,month_end,day_end,time,time_zone,time_notes,time_comme,Primary_Co,Secondary_,Primary__1,Secondary1,data_quali,duplicatio,coordinate,on_the_lan,select_for,DecimalLat,duplicat_1
10,Point,35,2455,Triatoma,rubida, , , ,HUMAN_OBSERVATION,1, , , , , ,Cochise,Arizona,United States,-109.921734, ,GeoLocate,0, , , ,2016,7,0, , , , , , , , , ,"Texas A&M University Kissing Bug Community Science Program;Program Leaders: Sarah A. Hamer, Rachel Curtis-Robles, Gabriel L. Hamer----https://kissingbug.tamu.edu/Map/","Ceccarelli S, Balsalobre A, Cano M E, Vicente M E, Rabinovich J E, Medone P, Rocchi V M, Galliari J G, Marti G A (2022). Datos de ocurrencia de triatominos americanos del Laboratorio de Triatominos del CEPAVE (CONICET-UNLP). Version 1.6. Centro de Estudi",CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,[2455 2462 2493],Location different, ,TRUE,32.11369,TRUE
11,Point,37,2482,Triatoma,rubida, , , ,HUMAN_OBSERVATION,1, , , , , ,El Paso,Texas,United States,-106.486931, ,GeoLocate,0, , , ,2016,7,0, , , , , , , , , ,"Texas A&M University Kissing Bug Community Science Program;Program Leaders: Sarah A. Hamer, Rachel Curtis-Robles, Gabriel L. Hamer----https://kissingbug.tamu.edu/Map/","Ceccarelli S, Balsalobre A, Cano M E, Vicente M E, Rabinovich J E, Medone P, Rocchi V M, Galliari J G, Marti G A (2022). Datos de ocurrencia de triatominos americanos del Laboratorio de Triatominos del CEPAVE (CONICET-UNLP). Version 1.6. Centro de Estudi",CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT, ,Location different, ,TRUE,31.75872, 
12,Point,63,3051,Triatoma,rubida, , ,Domicilio | Peridomicilio | Silvestre,HUMAN_OBSERVATION,0, , , , , ,Yavapai,Arizona,United States,-112.78835, ,Google Earth,9, , , ,0,0,0, , , , , , , , , ,"nan----Wood, S. F. (1941). Notes on the distribution and habits of reduviid vectors of chagas' disease in the southwestern United States (Hemiptera, Reduviidae). The Pan-Pacific Entomologist, 17(2), 85–94.","Ceccarelli S, Balsalobre A, Cano M E, Vicente M E, Rabinovich J E, Medone P, Rocchi V M, Galliari J G, Marti G A (2022). Datos de ocurrencia de triatominos americanos del Laboratorio de Triatominos del CEPAVE (CONICET-UNLP). Version 1.6. Centro de Estudi",CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES, ,Location different, ,TRUE,34.17485, 
13,Point,64,3054,Triatoma,rubida, , ,Domicilio | Peridomicilio | Silvestre,HUMAN_OBSERVATION,0, , , , , ,Terrell,Texas,United States,-102.39403, ,Google Earth,9, , , ,0,0,0, , , , , , , , , ,"nan----Wood, S. F. (1941). Notes on the distribution and habits of reduviid vectors of chagas' disease in the southwestern United States (Hemiptera, Reduviidae). The Pan-Pacific Entomologist, 17(2), 85–94.","Ceccarelli S, Balsalobre A, Cano M E, Vicente M E, Rabinovich J E, Medone P, Rocchi V M, Galliari J G, Marti G A (2022). Datos de ocurrencia de triatominos americanos del Laboratorio de Triatominos del CEPAVE (CONICET-UNLP). Version 1.6. Centro de Estudi",CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES, ,Location different, ,TRUE,30.14241, 
14,Point,65,3056,Triatoma,rubida, , ,Domicilio | Peridomicilio | Silvestre,HUMAN_OBSERVATION,0, , , , , ,Riverside,California,United States,-116.466804, ,Google Earth,9, , , ,0,0,0, , , , , , , , , ,"nan----Wood, S. F. (1941). Notes on the distribution and habits of reduviid vectors of chagas' disease in the southwestern United States (Hemiptera, Reduviidae). The Pan-Pacific Entomologist, 17(2), 85–94.","Ceccarelli S, Balsalobre A, Cano M E, Vicente M E, Rabinovich J E, Medone P, Rocchi V M, Galliari J G, Marti G A (2022). Datos de ocurrencia de triatominos americanos del Laboratorio de Triatominos del CEPAVE (CONICET-UNLP). Version 1.6. Centro de Estudi",CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES, ,Location different, ,TRUE,33.780539, 
15,Point,66,3177,Triatoma,rubida, , ,Domicilio | Peridomicilio | Silvestre,HUMAN_OBSERVATION,0, , , , , ,Grant,New Mexico,United States,-108.280325, ,Google Earth,9, , , ,0,0,0, , , , , , , , , ,"nan----Wood, S. F. (1941). Notes on the distribution and habits of reduviid vectors of chagas' disease in the southwestern United States (Hemiptera, Reduviidae). The Pan-Pacific Entomologist, 17(2), 85–94.","Ceccarelli S, Balsalobre A, Cano M E, Vicente M E, Rabinovich J E, Medone P, Rocchi V M, Galliari J G, Marti G A (2022). Datos de ocurrencia de triatominos americanos del Laboratorio de Triatominos del CEPAVE (CONICET-UNLP). Version 1.6. Centro de Estudi",CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES, ,Location different, ,TRUE,32.770075, 
16,Point,67,3178,Triatoma,rubida, , ,Domicilio | Peridomicilio | Silvestre,HUMAN_OBSERVATION,0, , , , , ,Pima,Arizona,United States,-110.974585, ,Google Earth,9, , , ,0,0,0, , , , , , , , , ,"nan----Wood, S. F. (1941). Notes on the distribution and habits of reduviid vectors of chagas' disease in the southwestern United States (Hemiptera, Reduviidae). The Pan-Pacific Entomologist, 17(2), 85–94.","Ceccarelli S, Balsalobre A, Cano M E, Vicente M E, Rabinovich J E, Medone P, Rocchi V M, Galliari J G, Marti G A (2022). Datos de ocurrencia de triatominos americanos del Laboratorio de Triatominos del CEPAVE (CONICET-UNLP). Version 1.6. Centro de Estudi",CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES,[3178 4641 4642 4647 4840],Location different, ,TRUE,32.222561, 
17,Point,68,3181,Triatoma,rubida, , ,Domicilio | Peridomicilio | Silvestre,HUMAN_OBSERVATION,0, , , , , ,Yavapai,Arizona,United States,-112.428622, ,Google Earth,9, , , ,0,0,0, , , , , , , , , ,"nan----Wood, S. F. (1941). Notes on the distribution and habits of reduviid vectors of chagas' disease in the southwestern United States (Hemiptera, Reduviidae). The Pan-Pacific Entomologist, 17(2), 85–94.","Ceccarelli S, Balsalobre A, Cano M E, Vicente M E, Rabinovich J E, Medone P, Rocchi V M, Galliari J G, Marti G A (2022). Datos de ocurrencia de triatominos americanos del Laboratorio de Triatominos del CEPAVE (CONICET-UNLP). Version 1.6. Centro de Estudi",CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES,[3181 3187 3460],Location different, ,TRUE,34.645876,TRUE
18,Point,69,3182,Triatoma,rubida, , ,Domicilio | Peridomicilio | Silvestre,HUMAN_OBSERVATION,0, , , , , ,Yavapai,Arizona,United States,-111.760992, ,Google Earth,9, , , ,0,0,0, , , , , , , , , ,"nan----Wood, S. F. (1941). Notes on the distribution and habits of reduviid vectors of chagas' disease in the southwestern United States (Hemiptera, Reduviidae). The Pan-Pacific Entomologist, 17(2), 85–94.","Ceccarelli S, Balsalobre A, Cano M E, Vicente M E, Rabinovich J E, Medone P, Rocchi V M, Galliari J G, Marti G A (2022). Datos de ocurrencia de triatominos americanos del Laboratorio de Triatominos del CEPAVE (CONICET-UNLP). Version 1.6. Centro de Estudi",CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES, ,MunicipioCounty different, ,TRUE,34.869739, 
19,Point,72,3196,Triatoma,rubida, , ,Domicilio | Peridomicilio | Silvestre,HUMAN_OBSERVATION,0, , , , , ,Doña Ana,New Mexico,United States,-106.781358, ,Google Earth,9, , , ,0,0,0, , , , , , , , , ,"nan----Wood, S. F. (1941). Notes on the distribution and habits of reduviid vectors of chagas' disease in the southwestern United States (Hemiptera, Reduviidae). The Pan-Pacific Entomologist, 17(2), 85–94.","Ceccarelli S, Balsalobre A, Cano M E, Vicente M E, Rabinovich J E, Medone P, Rocchi V M, Galliari J G, Marti G A (2022). Datos de ocurrencia de triatominos americanos del Laboratorio de Triatominos del CEPAVE (CONICET-UNLP). Version 1.6. Centro de Estudi",CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES, ,Location different, ,TRUE,32.327196, 
20,Point,73,3202,Triatoma,rubida, , ,Domicilio | Peridomicilio | Silvestre,HUMAN_OBSERVATION,0, , , , , ,Maricopa,Arizona,United States,-112.730019, ,Google Earth,9, , , ,0,0,0, , , , , , , , , ,"nan----Wood, S. F. (1941). Notes on the distribution and habits of reduviid vectors of chagas' disease in the southwestern United States (Hemiptera, Reduviidae). The Pan-Pacific Entomologist, 17(2), 85–94.","Ceccarelli S, Balsalobre A, Cano M E, Vicente M E, Rabinovich J E, Medone P, Rocchi V M, Galliari J G, Marti G A (2022). Datos de ocurrencia de triatominos americanos del Laboratorio de Triatominos del CEPAVE (CONICET-UNLP). Version 1.6. Centro de Estudi",CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES, ,Location different, ,TRUE,33.969683, 
21,Point,74,3382,Triatoma,rubida, , ,Domicilio,HUMAN_OBSERVATION,10, , , , , ,Ocampo,Coahuila de Zaragoza,Mexico,-102.39639, , ,0, , , ,2012,5,9, , , , , , , , , ,"Sotelo Gallardo H----Martínez-Tovar, J. G., Rodríguez-Rojas, J. J., Arque-Chunga, W., Ibarra-Juárez, L. A., Dávila-Barboza, J. A., Fernández-Salas, I., & Rebollar-Téllez, E. A. (2013). Nuevos registros geográficos y notas de infección de Triatoma","Ceccarelli S, Balsalobre A, Cano M E, Vicente M E, Rabinovich J E, Medone P, Rocchi V M, Galliari J G, Marti G A (2022). Datos de ocurrencia de triatominos americanos del Laboratorio de Triatominos del CEPAVE (CONICET-UNLP). Version 1.6. Centro de Estudi",CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT, ,Location different, ,TRUE,27.31389, 
22,Point,75,3759,Triatoma,rubida, , , ,HUMAN_OBSERVATION,1, , , , , ,Uvalde,Texas,United States,-99.786168, ,GeoLocate,0, , , ,2017,6,0, , , , , , , , , ,"Texas A&M University Kissing Bug Community Science Program;Program Leaders: Sarah A. Hamer, Rachel Curtis-Robles, Gabriel L. Hamer----https://kissingbug.tamu.edu/Map/","Ceccarelli S, Balsalobre A, Cano M E, Vicente M E, Rabinovich J E, Medone P, Rocchi V M, Galliari J G, Marti G A (2022). Datos de ocurrencia de triatominos americanos del Laboratorio de Triatominos del CEPAVE (CONICET-UNLP). Version 1.6. Centro de Estudi",CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT, ,Location different, ,TRUE,29.209684, 
23,Point,76,3767,Triatoma,rubida, , , ,HUMAN_OBSERVATION,1, , , , , ,Andrews,Texas,United States,-102.545716, ,GeoLocate,0, , , ,2017,6,0, , , , , , , , , ,"Texas A&M University Kissing Bug Community Science Program;Program Leaders: Sarah A. Hamer, Rachel Curtis-Robles, Gabriel L. Hamer----https://kissingbug.tamu.edu/Map/","Ceccarelli S, Balsalobre A, Cano M E, Vicente M E, Rabinovich J E, Medone P, Rocchi V M, Galliari J G, Marti G A (2022). Datos de ocurrencia de triatominos americanos del Laboratorio de Triatominos del CEPAVE (CONICET-UNLP). Version 1.6. Centro de Estudi",CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,[3767 4020 4024 4103],Location different, ,TRUE,32.318716,TRUE
24,Point,77,3991,Triatoma,rubida, , , ,HUMAN_OBSERVATION,1, , , , , ,Midland,Texas,United States,-102.077915, ,GeoLocate,0, , , ,2017,5,0, , , , , , , , , ,"Texas A&M University Kissing Bug Community Science Program;Program Leaders: Sarah A. Hamer, Rachel Curtis-Robles, Gabriel L. Hamer----https://kissingbug.tamu.edu/Map/","Ceccarelli S, Balsalobre A, Cano M E, Vicente M E, Rabinovich J E, Medone P, Rocchi V M, Galliari J G, Marti G A (2022). Datos de ocurrencia de triatominos americanos del Laboratorio de Triatominos del CEPAVE (CONICET-UNLP). Version 1.6. Centro de Estudi",CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT, ,Location different, ,TRUE,31.997346, 
25,Point,86,4560,Triatoma,rubida, , , ,HUMAN_OBSERVATION,1, , , , , ,Ward,Texas,United States,-95.804684, ,GeoLocate,0, , , ,2013,6,0, , , , , , , , , ,"Texas A&M University Kissing Bug Community Science Program;Program Leaders: Sarah A. Hamer, Rachel Curtis-Robles, Gabriel L. Hamer----https://kissingbug.tamu.edu/Map/","Ceccarelli S, Balsalobre A, Cano M E, Vicente M E, Rabinovich J E, Medone P, Rocchi V M, Galliari J G, Marti G A (2022). Datos de ocurrencia de triatominos americanos del Laboratorio de Triatominos del CEPAVE (CONICET-UNLP). Version 1.6. Centro de Estudi",CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT, ,Location different, ,TRUE,31.907109, 
26,Point,90,4643,Triatoma,rubida, , , ,HUMAN_OBSERVATION,1, , , , , ,Caborca,Sonora,Mexico,-112.181936, ,Google Earth,9, , , ,0,0,0, , , , , , , , , ,"nan----Pita, S., Lorite, P., Cuadrado, A., Panzera, Y., De Oliveira, J., Alevi, K. C. C., ... & Panzera, F. (2022). High chromosomal mobility of r DNA clusters in holocentric chromosomes of Triatominae, vectors of Chagas disease (Hemiptera?Reduviidae).","Ceccarelli S, Balsalobre A, Cano M E, Vicente M E, Rabinovich J E, Medone P, Rocchi V M, Galliari J G, Marti G A (2022). Datos de ocurrencia de triatominos americanos del Laboratorio de Triatominos del CEPAVE (CONICET-UNLP). Version 1.6. Centro de Estudi",CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT, ,Location different, ,TRUE,30.692082, 
27,Point,96,4716,Triatoma,rubida, , ,Peridomicilio,HUMAN_OBSERVATION,0, , , , ,"Guaymas, El Rastro",Guaymas,Sonora,Mexico,-110.86667, , ,0, , , ,0,0,0, , , , , , , , , ,"nan----Paredes-Gonzalez, E., Villa Velarde, R., Sotelo Estrada, M. I., & Ortega-Garcia, J. (2015). Detección de Triatominos (Hemiptera: Reduviidae) Domésticos, Peridomésticos y Silvestres en Guaymas, Sonora, México. Biotecnia, 17(2), 3–8.","Ceccarelli S, Balsalobre A, Cano M E, Vicente M E, Rabinovich J E, Medone P, Rocchi V M, Galliari J G, Marti G A (2022). Datos de ocurrencia de triatominos americanos del Laboratorio de Triatominos del CEPAVE (CONICET-UNLP). Version 1.6. Centro de Estudi",CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES, ,Location different, ,TRUE,27.86667, 
28,Point,98,4732,Triatoma,rubida, , ,Domicilio,HUMAN_OBSERVATION,0, ,samplingProtocol:Búsqueda activa----samplingEffort:1 hs hombre, , ,"Guaymas, El Rastro",Guaymas,Sonora,Mexico,-110.89528, , ,0, , , ,0,0,0, , , , , , , , , ,"nan----Paredes-Gonzalez, E., Villa Velarde, R., Sotelo Estrada, M. I., & Ortega-Garcia, J. (2015). Detección de Triatominos (Hemiptera: Reduviidae) Domésticos, Peridomésticos y Silvestres en Guaymas, Sonora, México. Biotecnia, 17(2), 3–8.","Ceccarelli S, Balsalobre A, Cano M E, Vicente M E, Rabinovich J E, Medone P, Rocchi V M, Galliari J G, Marti G A (2022). Datos de ocurrencia de triatominos americanos del Laboratorio de Triatominos del CEPAVE (CONICET-UNLP). Version 1.6. Centro de Estudi",CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES,"[4718 4723 4732 4734 4737 4806 4808 4812 4822 4824 4830 4833 4834 6210
 8015 8016 8291 8707]",all agree, ,TRUE,27.90972, 
29,Point,120,4849,Triatoma,rubida,uhleri, ,Domicilio,HUMAN_OBSERVATION,2, , , , , ,Gila,Arizona,United States,-110.78649, ,Google Earth,9, , , ,0,0,0, , , , , , , , , ,"nan----Wood, S. F. (1958). Conenose bug and trypanosome observations for 1957 from southwestern national parks and monuments. Bulletin, Southern California Academy of Sciences, 57(2), 113–114.","Ceccarelli S, Balsalobre A, Cano M E, Vicente M E, Rabinovich J E, Medone P, Rocchi V M, Galliari J G, Marti G A (2022). Datos de ocurrencia de triatominos americanos del Laboratorio de Triatominos del CEPAVE (CONICET-UNLP). Version 1.6. Centro de Estudi",CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT, ,Location different, ,TRUE,33.39422, 
30,Point,121,4850,Triatoma,rubida,uhleri, ,Domicilio,HUMAN_OBSERVATION,3, , , , , ,Yavapai,Arizona,United States,-112.05794, ,Google Earth,9, , , ,0,0,0, , , , , , , , , ,"nan----Wood, S. F. (1958). Conenose bug and trypanosome observations for 1957 from southwestern national parks and monuments. Bulletin, Southern California Academy of Sciences, 57(2), 113–114.","Ceccarelli S, Balsalobre A, Cano M E, Vicente M E, Rabinovich J E, Medone P, Rocchi V M, Galliari J G, Marti G A (2022). Datos de ocurrencia de triatominos americanos del Laboratorio de Triatominos del CEPAVE (CONICET-UNLP). Version 1.6. Centro de Estudi",CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,[4839 4850 4932],Location different, ,TRUE,34.77113, 
31,Point,122,4861,Triatoma,rubida,uhleri,MALE,Domicilio,HUMAN_OBSERVATION,1, , , , , ,Maricopa,Arizona,United States,-112.71683, ,Google Earth,9, , , ,0,0,0, , , , , , , , , ,"nan----Wood, S. F. (1958). Conenose bug and trypanosome observations for 1957 from southwestern national parks and monuments. Bulletin, Southern California Academy of Sciences, 57(2), 113–114.","Ceccarelli S, Balsalobre A, Cano M E, Vicente M E, Rabinovich J E, Medone P, Rocchi V M, Galliari J G, Marti G A (2022). Datos de ocurrencia de triatominos americanos del Laboratorio de Triatominos del CEPAVE (CONICET-UNLP). Version 1.6. Centro de Estudi",CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT, ,Location different, ,TRUE,32.94782, 
